map	w	h	coredsq	rounds	seats	claim_onset	claim2_onset	claim3_onset	claim5_onset	own_onset	claim_r20	claim_r40	claim_r80	claim_r150	claim_max	own_max	claim_mean	claim_tail50	own_mean	ours_max	ours_seatrounds	ours_first	episodes	epi_ended	retakes	retake_lat_mean	retake_lat_med	pecks_total	ourblock_seatrounds	ourconv_seatrounds	mjbody_seatrounds	empty_seatrounds	claim_w40_100	block_w40_100	mj_claim_epis	mj_claim_ended	mj_claim_life_med	claim_pre_press	claim_post_press	our_near16_first	our_near36_first	mj_harv1	mj_harv2	mj_harv_n	pecks_on_ours	pecks_on_theirs	peck_victims	tag	seat	result	cond	turn
archipelago	26	26	392	208	8	2	3	23	29	1	2	6	7	7	7	7	6.135	7.0	6.139	1	165	36	2	1	1	1.0	1	90	165	0	17	205	6.583	0.883	8	1	57	6	7	36	20	8	9	4	50	40	barrier:50	archipelago_s318_A	A	US	Core destroyed	208
archipelago	26	26	392	292	8	2	3	17	47	1	3	3	7	7	8	8	6.418	7.0	6.421	1	190	52	11	10	8	28.88	32	63	190	0	26	245	6.55	0.75	8	1	39	7	7	52	45	8	15	4	53	10	barrier:53	archipelago_s318_B	B	US	Core destroyed	292
archipelago	26	26	392	282	8	2	3	23	225	1	2	3	3	4	5	5	3.624	5.0	3.628	0	0	-1	0	0	0	-1	-1	0	0	0	78	1155	3.0	0.0	5	0	-1	-1	-1	-1	-1	8	9	15	0	0		archipelago_s319_A	A	OPP	Core destroyed	282
archipelago	26	26	392	204	8	2	3	21	33	1	2	6	7	8	8	8	6.681	8.0	6.686	1	50	29	2	2	1	1.0	1	39	50	0	15	203	6.983	0.633	8	0	-1	4	7	29	29	8	15	6	15	24	barrier:15	archipelago_s319_B	B	US	Core destroyed	204
archipelago	26	26	392	958	8	2	3	23	-1	1	2	3	3	3	3	3	2.971	3.0	2.972	4	2476	90	4	2	0	-1	-1	85	2476	0	733	1608	3.0	0.167	3	0	-1	3	3	90	20	8	9	3	45	40	barrier:45	archipelago_s320_A	A	US	Core destroyed	958
archipelago	26	26	392	200	8	2	3	16	32	1	3	6	5	5	6	6	4.735	5.0	4.74	3	463	30	3	0	0	-1	-1	30	463	0	15	174	5.417	2.55	6	1	31	3	6	30	30	8	15	3	20	10	barrier:20	archipelago_s320_B	B	US	Core destroyed	200
archipelago	26	26	392	1000	8	2	3	66	84	1	2	2	4	5	5	5	4.766	5.0	4.767	2	1908	43	3	1	1	1.0	1	36	1908	0	847	478	3.183	1.8	5	0	-1	2	2	43	20	8	9	5	30	6	barrier:30	archipelago_s321_A	A	OPP	Titanium collected (tiebreak)	1000
archipelago	26	26	392	368	8	2	3	15	75	1	3	3	5	6	8	8	5.992	8.0	5.995	4	350	32	5	5	5	13.8	3	93	350	0	70	318	3.967	2.517	9	1	14	3	3	32	32	8	13	17	82	11	barrier:82	archipelago_s321_B	B	OPP	Core destroyed	368
archipelago	26	26	392	176	8	2	3	24	-1	1	2	4	4	4	4	4	3.665	4.0	3.67	0	0	-1	0	0	0	-1	-1	0	0	0	169	593	4.0	0.0	4	0	-1	-1	-1	-1	20	8	9	3	0	0		archipelago_s322_A	A	OPP	Core destroyed	176
archipelago	26	26	392	471	8	2	3	18	44	1	3	4	8	7	8	8	6.885	8.0	6.887	2	294	32	3	3	3	3.67	1	170	294	0	27	203	7.167	0.567	9	1	103	3	7	32	32	8	14	18	91	79	barrier:91	archipelago_s322_B	B	OPP	Core destroyed	471
archipelago	26	26	392	371	8	2	3	43	46	1	2	2	5	8	8	8	6.561	8.0	6.563	1	97	39	1	1	1	1.0	1	35	97	0	35	401	4.783	1.0	8	0	-1	2	5	39	39	8	9	18	35	0	barrier:35	archipelago_s323_A	A	OPP	Core destroyed	371
archipelago	26	26	392	159	8	2	3	18	65	1	3	4	8	8	8	8	5.899	8.0	5.906	1	48	29	1	1	1	1.0	1	19	48	0	37	248	5.883	0.617	8	0	-1	4	4	29	29	8	16	4	15	4	barrier:15	archipelago_s323_B	B	OPP	Core destroyed	159
archipelago	26	26	392	284	8	2	3	64	97	1	2	2	4	6	6	6	4.827	6.0	4.831	2	440	47	13	11	0	-1	-1	78	440	0	138	321	3.217	1.35	6	0	-1	2	4	47	20	8	9	6	76	2	barrier:76	archipelago_s324_A	A	OPP	Core destroyed	284
archipelago	26	26	392	258	8	2	3	20	31	1	3	7	8	8	8	8	7.147	8.0	7.151	1	38	31	2	2	2	18.0	35	32	38	0	20	161	7.483	0.5	8	0	-1	4	7	31	31	8	13	14	32	0	barrier:32	archipelago_s324_B	B	OPP	Core destroyed	258
archipelago	26	26	392	358	8	2	3	29	35	1	2	5	6	8	8	8	6.877	7.76	6.88	2	139	36	3	2	2	22.5	44	105	139	0	11	250	5.967	1.6	8	1	304	5	6	36	20	8	9	18	58	47	barrier:58	archipelago_s325_A	A	US	Core destroyed	358
archipelago	26	26	392	453	8	2	3	20	31	1	3	5	6	6	7	7	5.724	6.0	5.726	2	794	31	6	4	0	-1	-1	90	794	0	25	211	5.867	1.333	7	1	56	4	5	31	31	8	13	4	80	10	barrier:80	archipelago_s325_B	B	US	Core destroyed	453
archipelago	26	26	392	482	8	2	3	22	95	1	2	4	4	3	5	5	3.239	3.0	3.241	1	347	66	2	1	1	1.0	1	69	347	0	490	1457	4.083	0.467	6	3	112	4	4	66	66	8	9	5	35	34	barrier:35	archipelago_s326_A	A	US	Core destroyed	482
archipelago	26	26	392	201	8	2	3	16	-1	1	3	3	3	4	4	4	3.169	3.02	3.174	3	348	47	3	1	1	1.0	1	112	348	0	77	545	3.05	2.433	4	1	55	3	3	47	42	8	14	3	100	12	barrier:100	archipelago_s326_B	B	US	Core destroyed	201
archipelago	26	26	392	169	8	2	3	28	62	1	2	3	6	6	6	6	4.71	6.0	4.716	2	239	40	4	2	2	1.0	1	98	239	0	36	280	4.917	1.683	6	0	-1	3	4	40	20	8	9	5	88	10	barrier:88	archipelago_s327_A	A	OPP	Core destroyed	169
archipelago	26	26	392	295	8	2	3	18	50	1	3	4	8	8	8	8	6.878	8.0	6.881	2	36	32	5	5	5	21.4	27	19	36	0	19	275	5.95	0.383	8	0	-1	4	5	32	32	8	14	15	19	0	barrier:19	archipelago_s327_B	B	OPP	Core destroyed	295
archipelago	26	26	392	289	8	2	3	53	56	1	2	2	5	4	6	6	4.09	5.2	4.093	4	835	30	4	2	2	1.0	1	70	835	0	33	261	4.283	2.667	7	1	81	2	2	30	30	8	9	4	58	12	barrier:58	archipelago_s328_A	A	US	Core destroyed	289
archipelago	26	26	392	285	8	2	3	17	37	1	3	5	6	6	7	7	5.225	5.0	5.228	3	426	29	4	1	1	1.0	1	56	426	0	143	221	6.183	0.6	7	2	152	4	5	29	29	8	16	3	35	21	barrier:35	archipelago_s328_B	B	OPP	Core destroyed	285
archipelago	26	26	392	225	8	2	3	23	28	1	2	6	6	6	6	6	5.502	6.0	5.507	2	345	31	2	0	0	-1	-1	40	345	0	14	202	6.0	1.433	6	0	-1	6	6	31	20	8	9	3	40	0	barrier:40	archipelago_s329_A	A	US	Core destroyed	225
archipelago	26	26	392	243	8	2	3	18	56	1	3	4	6	6	7	7	5.683	7.0	5.687	2	232	32	12	11	6	37.17	44	96	232	0	34	296	5.283	1.383	8	1	129	4	4	32	32	8	14	11	85	11	barrier:85	archipelago_s329_B	B	OPP	Core destroyed	243
auroraveil	20	20	256	1000	8	2	3	-1	-1	2	2	2	2	1	2	2	1.076	1.0	1.076	7	5493	13	61	56	0	-1	-1	30	5493	0	11	1416	1.683	4.45	2	1	78	2	2	13	11	10	464	4	20	10	barrier:20	auroraveil_s300_A	A	US	Titanium stored (tiebreak)	1000
auroraveil	20	20	256	354	8	2	3	152	-1	2	2	2	2	2	3	3	2.376	2.0	2.376	2	493	19	5	3	1	1.0	1	68	493	0	33	1462	2.0	2.0	3	1	138	2	2	19	17	28	126	2	50	18	barrier:50	auroraveil_s300_B	B	OPP	Core destroyed	354
auroraveil	20	20	256	171	8	2	3	91	-1	2	2	2	1	4	4	4	2.561	4.0	2.561	5	530	14	5	2	2	1.0	1	59	530	0	38	359	1.65	4.067	5	1	55	2	2	13	11	10	36	4	43	16	barrier:43	auroraveil_s301_A	A	OPP	Core destroyed	171
auroraveil	20	20	256	424	8	2	3	129	170	2	2	2	1	3	8	8	4.998	8.0	4.998	4	296	56	5	5	5	1.4	1	96	296	0	40	937	1.617	2.233	10	2	168	2	2	11	11	20	24	7	60	36	barrier:60	auroraveil_s301_B	B	OPP	Core destroyed	424
auroraveil	20	20	256	268	8	2	3	79	162	2	2	2	3	4	5	5	2.862	2.4	2.862	6	750	14	10	4	3	1.0	1	130	750	0	13	614	1.95	3.0	7	6	114	2	2	13	11	10	36	4	62	68	barrier:62	auroraveil_s302_A	A	OPP	Core destroyed	268
auroraveil	20	20	256	264	8	2	3	102	133	2	2	2	2	7	8	8	4.852	7.44	4.852	3	132	79	5	3	3	1.0	1	88	132	0	10	687	2.0	0.917	8	2	240	2	2	9	9	13	15	6	45	43	barrier:45	auroraveil_s302_B	B	OPP	Core destroyed	264
auroraveil	20	20	256	314	8	2	3	90	-1	2	2	2	2	3	4	4	2.755	3.64	2.755	6	1200	13	11	6	5	1.2	1	201	1200	0	38	407	2.167	3.817	8	5	50	2	2	13	11	10	52	6	95	106	barrier:95	auroraveil_s303_A	A	OPP	Core destroyed	314
auroraveil	20	20	256	196	8	2	3	45	102	2	2	2	2	7	7	7	4.469	7.0	4.469	4	307	12	4	3	3	1.0	1	67	307	0	30	355	2.8	2.617	8	1	71	2	2	12	12	15	38	4	36	31	barrier:36	auroraveil_s303_B	B	OPP	Core destroyed	196
auroraveil	20	20	256	1000	8	2	3	223	297	2	2	2	2	1	8	8	5.125	8.0	5.125	5	1255	13	9	9	7	11.71	1	158	1255	0	56	1513	2.0	3.617	10	2	272	2	2	13	11	10	44	9	105	53	barrier:105	auroraveil_s304_A	A	OPP	Titanium collected (tiebreak)	1000
auroraveil	20	20	256	292	8	2	3	155	-1	2	2	2	2	2	4	4	2.901	4.0	2.901	0	0	-1	0	0	0	-1	-1	0	0	0	33	1434	2.0	0.0	4	0	-1	2	2	11	11	76	116	9	0	0		auroraveil_s304_B	B	OPP	Core destroyed	292
auroraveil	20	20	256	506	8	2	3	190	-1	2	2	2	2	2	3	3	1.688	1.0	1.688	7	2662	13	10	3	1	1.0	1	102	2662	0	27	438	2.0	4.367	4	3	73	2	2	13	11	10	32	4	70	32	barrier:70	auroraveil_s305_A	A	US	Core destroyed	506
auroraveil	20	20	256	373	8	2	3	68	103	2	2	2	3	8	8	8	5.71	6.0	5.71	3	256	12	5	4	3	22.0	11	44	256	0	23	573	2.633	1.317	8	2	271	2	2	9	9	13	49	7	15	29	barrier:15	auroraveil_s305_B	B	US	Core destroyed	373
auroraveil	20	20	256	302	8	2	3	86	126	2	2	2	2	6	6	6	3.97	5.0	3.97	4	658	13	29	27	3	1.67	1	85	658	0	8	549	2.233	3.75	6	1	88	2	2	13	11	10	52	6	50	35	barrier:50	auroraveil_s306_A	A	OPP	Core destroyed	302
auroraveil	20	20	256	301	8	2	3	86	145	2	2	2	2	5	8	8	5.146	8.0	5.146	2	26	124	5	5	5	7.4	7	15	26	0	44	757	2.233	0.0	8	0	-1	2	2	11	11	49	74	6	15	0	barrier:15	auroraveil_s306_B	B	OPP	Core destroyed	301
auroraveil	20	20	256	314	8	2	3	90	-1	2	2	2	2	3	4	4	2.739	3.54	2.739	6	1205	13	11	6	5	1.2	1	204	1205	0	38	407	2.167	3.817	8	5	50	2	2	13	11	10	52	7	92	112	barrier:92	auroraveil_s307_A	A	OPP	Core destroyed	314
auroraveil	20	20	256	654	8	2	3	53	56	2	2	2	5	7	8	8	6.017	5.0	6.017	3	824	14	6	4	3	1.0	1	152	824	0	39	247	4.283	2.283	8	3	414	2	2	14	14	22	51	10	71	81	barrier:71	auroraveil_s307_B	B	US	Core destroyed	654
auroraveil	20	20	256	314	8	2	3	90	-1	2	2	2	2	3	4	4	2.755	3.64	2.755	6	1200	13	11	6	5	1.2	1	201	1200	0	38	407	2.167	3.817	8	5	50	2	2	13	11	10	52	6	95	106	barrier:95	auroraveil_s308_A	A	OPP	Core destroyed	314
auroraveil	20	20	256	181	8	2	3	69	107	2	2	2	4	7	7	7	4.077	6.72	4.077	5	414	20	5	4	4	1.0	1	70	414	0	30	259	2.983	3.917	7	0	-1	2	2	20	20	16	48	3	66	4	barrier:66	auroraveil_s308_B	B	OPP	Core destroyed	181
auroraveil	20	20	256	337	8	2	3	107	156	2	2	2	1	4	5	5	2.593	2.0	2.593	5	1198	13	11	8	6	1.0	1	204	1198	0	27	595	1.467	4.5	8	6	51	2	2	13	11	10	45	6	120	84	barrier:120	auroraveil_s309_A	A	OPP	Core destroyed	337
auroraveil	20	20	256	1000	8	2	3	110	143	2	2	2	2	5	8	8	7.107	8.0	7.107	3	179	12	3	3	1	1.0	1	16	179	0	14	698	2.0	1.567	8	0	-1	2	2	9	9	13	81	8	15	1	barrier:15	auroraveil_s309_B	B	OPP	Titanium collected (tiebreak)	1000
auroraveil	20	20	256	335	8	2	3	176	-1	2	2	2	2	1	4	4	2.018	2.0	2.018	7	1657	13	9	3	3	21.67	24	85	1657	0	33	309	2.0	4.367	5	3	37	2	2	13	11	10	52	3	55	30	barrier:55	auroraveil_s310_A	A	OPP	Core destroyed	335
auroraveil	20	20	256	299	8	2	3	103	151	2	2	2	2	4	8	8	4.726	8.0	4.726	0	0	-1	0	0	0	-1	-1	2	0	0	44	926	2.0	0.0	8	0	-1	2	2	11	11	49	86	9	0	2		auroraveil_s310_B	B	OPP	Core destroyed	299
auroraveil	20	20	256	1000	8	2	3	97	-1	2	2	2	1	2	4	4	2.662	3.0	2.662	6	4661	13	14	9	4	10.5	4	140	4661	0	37	638	1.583	4.367	7	4	67	2	2	13	11	10	52	5	75	65	barrier:75	auroraveil_s311_A	A	OPP	Titanium collected (tiebreak)	1000
auroraveil	20	20	256	201	8	2	3	-1	-1	2	2	2	2	1	2	2	1.557	1.0	1.557	4	325	113	5	1	0	-1	-1	32	325	0	18	952	2.0	0.0	2	1	114	2	2	11	11	11	27	3	22	10	barrier:22	auroraveil_s311_B	B	OPP	Core destroyed	201
auroraveil	20	20	256	1000	8	2	3	180	-1	2	2	2	2	2	3	3	1.526	3.0	1.526	6	3329	13	36	35	3	2.33	1	125	3329	0	136	2995	2.0	3.433	5	2	273	2	2	13	11	10	136	4	105	20	barrier:105	auroraveil_s312_A	A	US	Harvesters (tiebreak)	1000
auroraveil	20	20	256	197	8	2	3	101	128	2	2	2	2	6	6	6	3.528	6.0	3.528	0	0	-1	0	0	0	-1	-1	20	0	0	23	858	2.0	0.0	6	0	-1	2	2	11	11	11	60	3	0	20		auroraveil_s312_B	B	OPP	Core destroyed	197
auroraveil	20	20	256	259	8	2	3	119	-1	2	2	2	2	3	4	4	3.012	4.0	3.012	6	1039	13	7	3	3	1.0	1	82	1039	0	11	239	2.0	4.667	5	1	21	2	2	13	11	10	64	6	64	18	barrier:64	auroraveil_s313_A	A	OPP	Core destroyed	259
auroraveil	20	20	256	150	8	2	3	113	-1	2	2	2	1	-1	3	3	2.04	2.74	2.04	4	244	52	4	2	2	1.0	1	50	244	0	9	636	1.567	2.2	4	1	67	2	2	11	11	12	53	4	38	12	barrier:38	auroraveil_s313_B	B	OPP	Core destroyed	150
auroraveil	20	20	256	190	8	2	3	63	-1	2	2	2	3	3	3	3	2.642	3.0	2.642	2	220	13	3	2	1	1.0	1	30	220	0	15	604	2.617	1.367	3	0	-1	2	2	13	11	10	37	4	30	0	barrier:30	auroraveil_s314_A	A	OPP	Core destroyed	190
auroraveil	20	20	256	253	8	2	3	-1	-1	2	2	2	2	2	2	2	1.98	2.0	1.98	2	465	19	2	0	0	-1	-1	0	465	0	19	1036	2.0	2.0	2	0	-1	2	2	19	17	32	85	3	0	0		auroraveil_s314_B	B	OPP	Core destroyed	253
auroraveil	20	20	256	399	8	2	3	96	-1	2	2	2	2	3	4	4	2.912	3.96	2.912	6	1210	13	10	10	4	1.0	1	88	1210	0	24	785	2.067	2.917	6	2	147	2	2	13	11	10	59	4	60	28	barrier:60	auroraveil_s315_A	A	OPP	Core destroyed	399
auroraveil	20	20	256	197	8	2	3	101	110	2	2	2	2	6	6	6	3.624	5.96	3.624	0	0	-1	0	0	0	-1	-1	2	0	0	50	800	2.0	0.0	6	0	-1	2	2	11	11	48	76	4	0	2		auroraveil_s315_B	B	OPP	Core destroyed	197
auroraveil	20	20	256	1000	8	2	3	180	-1	2	2	2	2	2	3	3	0.903	0.0	0.903	7	4462	13	21	15	1	5.0	5	92	4462	0	39	1765	2.0	3.433	3	3	409	2	2	13	11	10	136	3	62	30	barrier:62	auroraveil_s316_A	A	US	Harvesters (tiebreak)	1000
auroraveil	20	20	256	148	8	2	3	90	-1	2	2	1	2	-1	4	4	2.304	3.62	2.304	4	307	19	4	4	3	1.0	1	72	307	0	8	526	1.617	3.35	5	1	31	2	2	11	11	12	33	4	60	12	barrier:60	auroraveil_s316_B	B	OPP	Core destroyed	148
auroraveil	20	20	256	190	8	2	3	63	-1	2	2	2	3	3	3	3	2.642	3.0	2.642	2	220	13	3	2	1	1.0	1	30	220	0	15	604	2.617	1.367	3	0	-1	2	2	13	11	10	37	4	30	0	barrier:30	auroraveil_s317_A	A	OPP	Core destroyed	190
auroraveil	20	20	256	177	8	2	3	-1	-1	2	2	2	2	1	2	2	1.458	1.0	1.458	1	47	87	1	1	0	-1	-1	25	47	0	65	1046	1.767	0.217	2	1	83	2	2	11	11	15	37	4	15	10	barrier:15	auroraveil_s317_B	B	OPP	Core destroyed	177
auroraveil	20	20	256	226	8	2	3	131	225	2	2	2	2	4	5	5	2.721	4.02	2.721	6	857	13	7	5	4	6.5	1	110	857	0	24	310	2.0	4.0	6	1	115	2	2	13	11	10	48	6	90	20	barrier:90	auroraveil_s318_A	A	OPP	Core destroyed	226
auroraveil	20	20	256	197	8	2	3	101	128	2	2	2	2	6	6	6	3.528	6.0	3.528	0	0	-1	0	0	0	-1	-1	20	0	0	23	858	2.0	0.0	6	0	-1	2	2	11	11	11	60	3	0	20		auroraveil_s318_B	B	OPP	Core destroyed	197
auroraveil	20	20	256	240	8	2	3	127	146	2	2	2	2	5	6	6	3.571	6.0	3.571	5	625	13	5	4	4	1.0	1	85	625	0	13	346	2.0	4.183	6	0	-1	2	2	13	11	10	34	4	60	25	barrier:60	auroraveil_s319_A	A	OPP	Core destroyed	240
auroraveil	20	20	256	287	8	2	3	49	104	2	2	2	3	8	8	8	5.711	8.0	5.711	3	231	12	3	3	3	1.0	1	48	231	0	24	402	2.85	2.25	8	0	-1	2	2	12	12	11	36	9	42	6	barrier:42	auroraveil_s319_B	B	OPP	Core destroyed	287
auroraveil	20	20	256	181	8	2	3	-1	-1	2	2	2	2	2	2	2	1.972	2.0	1.972	4	646	14	4	0	0	-1	-1	5	646	0	9	434	2.0	4.0	2	0	-1	2	2	14	11	10	56	2	0	5		auroraveil_s320_A	A	OPP	Core destroyed	181
auroraveil	20	20	256	194	8	2	3	69	108	2	2	2	3	8	8	8	4.856	8.0	4.856	2	108	16	3	3	3	12.33	8	25	108	0	34	467	2.783	1.033	8	0	-1	2	2	16	16	16	47	7	19	6	barrier:19	auroraveil_s320_B	B	OPP	Core destroyed	194
auroraveil	20	20	256	741	8	2	3	180	-1	2	2	2	2	2	3	3	2.522	3.0	2.522	5	2363	13	11	7	1	5.0	5	103	2363	0	39	1630	2.0	3.433	5	2	362	2	2	13	11	10	136	4	75	28	barrier:75	auroraveil_s321_A	A	OPP	Core destroyed	741
auroraveil	20	20	256	285	8	2	3	136	185	2	2	2	1	4	7	7	3.723	7.0	3.723	4	449	19	5	5	5	6.2	1	93	449	0	16	752	1.183	3.8	8	1	48	2	2	11	11	13	40	3	71	22	barrier:71	auroraveil_s321_B	B	OPP	Core destroyed	285
auroraveil	20	20	256	469	8	2	3	107	-1	2	2	2	1	4	4	4	2.299	2.0	2.299	6	1958	13	14	8	6	11.17	5	168	1958	0	53	661	1.467	4.5	6	4	56	2	2	13	11	10	45	6	112	56	barrier:112	auroraveil_s322_A	A	OPP	Core destroyed	469
auroraveil	20	20	256	249	8	2	3	72	97	2	2	2	3	4	7	7	3.98	6.5	3.98	2	123	56	3	3	3	1.0	1	98	123	0	46	797	2.667	1.017	8	1	22	2	2	11	11	15	16	4	45	53	barrier:45	auroraveil_s322_B	B	OPP	Core destroyed	249
auroraveil	20	20	256	171	8	2	3	91	-1	2	2	2	1	4	4	4	2.561	4.0	2.561	5	530	14	5	2	2	1.0	1	59	530	0	38	359	1.65	4.067	5	1	55	2	2	13	11	10	36	4	43	16	barrier:43	auroraveil_s323_A	A	OPP	Core destroyed	171
auroraveil	20	20	256	503	8	2	3	249	272	2	2	2	2	2	8	8	4.702	8.0	4.702	4	946	11	5	5	4	2.25	1	53	946	0	18	686	2.0	3.917	8	0	-1	2	2	11	11	200	229	7	34	19	barrier:34	auroraveil_s323_B	B	OPP	Core destroyed	503
auroraveil	20	20	256	1000	8	2	3	180	-1	2	2	2	2	2	3	3	1.526	3.0	1.526	6	3329	13	36	35	3	2.33	1	125	3329	0	136	2995	2.0	3.433	5	2	273	2	2	13	11	10	136	4	105	20	barrier:105	auroraveil_s324_A	A	US	Harvesters (tiebreak)	1000
auroraveil	20	20	256	197	8	2	3	127	133	2	2	2	2	5	7	7	3.289	6.2	3.289	3	403	11	3	2	2	1.5	2	50	403	0	42	482	2.0	2.883	7	0	-1	2	2	11	11	11	40	5	49	1	barrier:49	auroraveil_s324_B	B	OPP	Core destroyed	197
auroraveil	20	20	256	189	8	2	3	123	-1	2	2	2	2	4	4	4	2.307	2.96	2.307	6	609	13	9	3	3	1.0	1	113	609	0	15	449	2.0	3.0	5	3	42	2	2	13	11	10	64	3	56	57	barrier:56	auroraveil_s325_A	A	OPP	Core destroyed	189
auroraveil	20	20	256	159	8	2	3	110	-1	2	2	2	2	4	4	4	2.491	3.66	2.491	3	130	81	3	2	2	6.5	12	42	130	0	13	731	2.0	0.783	4	0	-1	2	2	11	11	12	32	4	41	1	barrier:41	auroraveil_s325_B	B	OPP	Core destroyed	159
auroraveil	20	20	256	226	8	2	3	131	225	2	2	2	2	4	5	5	2.721	4.02	2.721	6	857	13	7	5	4	6.5	1	110	857	0	24	310	2.0	4.0	6	1	115	2	2	13	11	10	48	6	90	20	barrier:90	auroraveil_s326_A	A	OPP	Core destroyed	226
auroraveil	20	20	256	422	8	2	3	130	153	2	2	2	2	3	8	8	4.028	2.36	4.028	4	376	100	9	5	3	4.33	1	169	376	0	131	1116	2.0	0.0	8	6	178	2	2	11	11	84	112	7	58	111	barrier:58	auroraveil_s326_B	B	US	Core destroyed	422
auroraveil	20	20	256	437	8	2	3	90	-1	2	2	2	2	3	3	3	2.128	2.0	2.128	7	1836	13	12	8	4	13.5	1	192	1836	0	78	650	2.167	3.817	5	3	89	2	2	13	11	10	52	9	115	77	barrier:115	auroraveil_s327_A	A	OPP	Core destroyed	437
auroraveil	20	20	256	338	8	2	3	103	151	2	2	2	2	4	8	8	5.104	8.0	5.104	0	0	-1	0	0	0	-1	-1	0	0	0	44	926	2.0	0.0	8	0	-1	2	2	11	11	49	86	9	0	0		auroraveil_s327_B	B	OPP	Core destroyed	338
auroraveil	20	20	256	732	8	2	3	172	420	2	2	2	2	2	8	8	4.791	7.0	4.791	5	1676	13	7	6	5	4.8	1	227	1676	0	43	564	2.0	4.367	11	4	126	2	2	13	11	10	32	7	108	119	barrier:108	auroraveil_s328_A	A	US	Core destroyed	732
auroraveil	20	20	256	115	8	2	3	41	-1	2	2	2	3	-1	3	3	2.6	3.0	2.6	0	0	-1	0	0	0	-1	-1	0	0	0	20	601	2.983	0.0	3	0	-1	2	2	11	11	11	27	4	0	0		auroraveil_s328_B	B	OPP	Core destroyed	115
auroraveil	20	20	256	506	8	2	3	190	-1	2	2	2	2	2	3	3	1.688	1.0	1.688	7	2662	13	10	3	1	1.0	1	102	2662	0	27	438	2.0	4.367	4	3	73	2	2	13	11	10	32	4	70	32	barrier:70	auroraveil_s329_A	A	US	Core destroyed	506
auroraveil	20	20	256	271	8	2	3	115	132	2	2	2	2	6	8	8	4.952	8.0	4.952	2	52	98	3	3	3	1.0	1	46	52	0	29	745	2.0	0.033	8	0	-1	2	2	11	11	15	37	8	45	1	barrier:45	auroraveil_s329_B	B	OPP	Core destroyed	271
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	0.796	0.0	0.796	8	6368	15	80	73	0	-1	-1	121	6368	0	103	730	1.617	5.6	2	2	721	2	2	15	13	11	656	3	73	48	barrier:73	drakkarfjord_s300_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	549	8	2	3	-1	-1	2	2	1	1	1	2	2	1.062	1.0	1.062	7	3553	17	8	1	0	-1	-1	106	3553	0	8	242	1.0	6.1	2	1	37	2	2	15	13	11	345	2	44	62	barrier:44	drakkarfjord_s300_B	B	US	Core destroyed	549
drakkarfjord	30	30	976	517	8	2	3	-1	-1	2	2	2	0	2	2	2	0.288	0.0	0.288	8	3330	15	12	6	2	1.0	1	147	3330	0	86	472	0.25	7.483	4	4	42	2	2	15	13	11	43	3	107	40	barrier:107	drakkarfjord_s301_A	A	OPP	Core destroyed	517
drakkarfjord	30	30	976	199	8	2	3	-1	-1	2	2	1	1	1	2	2	1.171	1.0	1.171	7	971	17	9	3	0	-1	-1	62	971	0	6	378	1.0	5.567	2	1	37	2	2	15	13	11	77	2	52	10	barrier:52	drakkarfjord_s301_B	B	US	Core destroyed	199
drakkarfjord	30	30	976	1000	8	2	3	172	208	2	2	2	1	2	8	8	5.918	8.0	5.918	7	1118	15	10	10	6	1.33	1	228	1118	0	9	952	1.317	6.117	11	3	88	2	2	15	13	11	93	13	124	104	barrier:124	drakkarfjord_s302_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	606	8	2	3	-1	-1	2	2	1	1	1	2	2	1.058	1.0	1.058	7	3447	17	8	2	0	-1	-1	87	3447	0	462	292	1.0	5.25	2	1	38	2	2	15	13	11	77	2	60	27	barrier:60	drakkarfjord_s302_B	B	US	Core destroyed	606
drakkarfjord	30	30	976	885	8	2	3	-1	-1	2	2	2	1	1	2	2	1.081	1.0	1.081	7	5631	15	71	66	0	-1	-1	87	5631	0	2	486	1.617	5.6	2	1	75	2	2	15	13	11	-1	1	49	38	barrier:49	drakkarfjord_s303_A	A	US	Core destroyed	885
drakkarfjord	30	30	976	170	8	2	3	-1	-1	2	2	1	1	1	2	2	1.2	1.0	1.2	7	799	17	14	8	0	-1	-1	40	799	0	7	346	1.0	5.683	2	1	37	2	2	15	13	11	-1	1	30	10	barrier:30	drakkarfjord_s303_B	B	US	Core destroyed	170
drakkarfjord	30	30	976	301	8	2	3	-1	-1	2	2	2	1	0	2	2	0.701	0.0	0.701	8	1696	15	39	33	0	-1	-1	86	1696	0	6	492	1.617	5.533	2	2	136	2	2	15	13	11	-1	1	38	48	barrier:38	drakkarfjord_s304_A	A	US	Core destroyed	301
drakkarfjord	30	30	976	228	8	2	3	-1	-1	2	2	2	1	0	2	2	0.627	0.0	0.627	7	1185	17	9	3	0	-1	-1	65	1185	0	132	360	1.05	6.233	2	2	102	2	2	15	13	11	45	2	45	20	barrier:45	drakkarfjord_s304_B	B	US	Core destroyed	228
drakkarfjord	30	30	976	1000	8	2	3	359	439	2	2	1	0	0	7	7	3.765	7.0	3.765	8	3005	15	15	14	6	4.67	1	246	3005	0	79	1148	0.633	6.05	12	5	75	2	2	15	13	11	177	11	128	118	barrier:128	drakkarfjord_s305_A	A	OPP	Titanium collected (tiebreak)	1000
