# corpus/failure_reel.tsv — THE FAILURE REEL MANIFEST.  Append-only, tab-separated.
#
# WHAT IT IS.  Commissioned by Magnus, 2026-08-18: every build report's worst-loss
# replays, each with a cause narrative, collected in ONE place so they can be watched
# later.  The local dashboard serves it at /reel (tools/dash/reel.py); a WATCH link per
# row renders the replay through tools/replay_view.py's generate_html at /reel_view.
#
# WHO WRITES IT.  BUILD AGENTS APPEND, nobody rewrites.  Append your build's ~5 worst
# losses at the end of the build, in the same commit as the build report.  Never edit or
# delete an existing row: a reel row is a banked observation and the page is allowed to
# show a row whose replay has since been deleted (it renders MISSING, not a dead link).
#
# COLUMNS (8, tab-separated, in this order):
#   ts           when THIS ROW was appended, UTC ISO8601 `%Y-%m-%dT%H:%M:%SZ`, from
#                `date -u` in the same shell call.  Never hand-written, never interpolated.
#   build        the build this loss belongs to — the BUILD-REPORT slug, e.g. `v515ecosalt`.
#                The page groups by this field, newest ts first.
#   replay_path  repo-RELATIVE path to the .replay26, e.g.
#                `scratchpad/s51_rush_autopsy/replays/midgard_s1_A.replay26`.
#                Must be inside the repo and end `.replay26`; /reel_view rejects anything else.
#   map          map name, lowercase, as fired.
#   seat         `A` or `B` — which seat WE played.
#   arm          the fired tree/arm label, e.g. `v515log`.  Append `-vs-<opp>` if the reel
#                mixes opponents within one build.
#   cause_class  a SHORT uppercase token, no spaces (e.g. MAG_STARVED, HEAL_OUTRUN,
#                NO_TURRET).  Reuse an existing token when the cause is the same one;
#                a new token means a genuinely new cause.
#   narrative    one plain-text field, NO TABS and no newlines — sanitise before writing.
#                Say what killed us and cite the anchor (file:line, a measured rate, the
#                autopsy section).  This is what a human reads instead of re-deriving.
#
# SANITISING.  `narrative = ' '.join(str(n).split())` collapses every tab/newline/run of
# whitespace and is what the seeder used.  A row with the wrong field count is shown by
# /reel as a MALFORMED row, never silently dropped.
#
# SELECTION.  "Worst loss" is the build's own call, but state it: these seed rows are
# every game in the s51 rush-autopsy grid whose `defence` column is CORE_KILLED (our core
# destroyed) — 12 of 30, no hand-ranking.
#
# ts	build	replay_path	map	seat	arm	cause_class	narrative
2026-08-18T11:57:27Z	v521sync	scratchpad/s51_v521_build/reel/replays/midgard_s51_B.replay26	midgard	B	v521-FIRED-vs-_v488beltbreak2	HEAL_OUTRUN	Our core destroyed r131 (seat B, vs _v488beltbreak2, arm v521 FIRED) -- the mirror image of row 3 and the other half of the same disjointness. A funded forward turret stood for 59 rounds and the collar was NEVER simultaneously sealed in any of them: shot_only_r = 59, sealed_r = 0, overlap_r = 0. 450 damage was landed on their core and 336 of it was healed straight back, EVERY POINT of it in a non-overlap round (dmg_in 0 / heal_in 0 / dmg_out 450 / heal_out 336). Net 114 against a 500 HP core. Known class.
2026-08-18T11:57:27Z	v521sync	scratchpad/s51_v521_build/reel/replays/nordkap_s73_B.replay26	nordkap	B	v521-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r177 (seat B, vs _v488beltbreak2, arm v521 FIRED) -- and the alarming column is that this is NOT a funding failure. A forward turret of ours was alive AND the magazine held >= 10 ammunition for 63 rounds (livefund_r 63, shot_only_r 63) and it put ZERO damage on their core in all 63. The collar was never sealed once. AUTOPSY #2 (siting, not presence) in its purest form: the turret was bought, funded and useless.
2026-08-18T11:57:27Z	v521sync	scratchpad/s51_v521_build/reel/replays/yulerune_s10_B.replay26	yulerune	B	v521-FIRED-vs-_v488beltbreak2	NO_TURRET	Our core destroyed r121 (seat B, vs _v488beltbreak2, arm v521 FIRED) -- a FS_V519_CRIPPLE_MAPS cell, so the ferry-siege plank is stood down by the mode selector and this game is the chassis' own beltbreak+home game. Included because the reel convention is one row per map on a six-map grid, and recorded as such rather than read as a v521 failure: every v521 instrument reads 0 on this board BY CONSTRUCTION (verified 0/24 games in the mode-selector battery). sealed_r 0, livefund_r 0, overlap 0.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/atoll_s41_A.replay26	atoll	A	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we LOST (Core destroyed, r861), seat A, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/atoll_s41_B.replay26	atoll	B	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we LOST (Core destroyed, r413), seat B, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/atoll_s42_A.replay26	atoll	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r266), seat A, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/atoll_s42_B.replay26	atoll	B	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r500), seat B, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/atoll_s43_A.replay26	atoll	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r135), seat A, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/atoll_s43_B.replay26	atoll	B	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r234), seat B, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/nordkap_s41_A.replay26	nordkap	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r116), seat A, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/nordkap_s41_B.replay26	nordkap	B	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r220), seat B, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/nordkap_s42_A.replay26	nordkap	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r185), seat A, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/nordkap_s42_B.replay26	nordkap	B	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we LOST (Core destroyed, r426), seat B, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/nordkap_s43_A.replay26	nordkap	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r104), seat A, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_inc/nordkap_s43_B.replay26	nordkap	B	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Sleipnir v2 (incumbent): we WON (Core destroyed, r129), seat B, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/midgard_s41_A.replay26	midgard	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we WON (Core destroyed, r220), seat A, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/midgard_s41_B.replay26	midgard	B	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we WON (Core destroyed, r188), seat B, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/midgard_s42_A.replay26	midgard	A	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we LOST (Core destroyed, r286), seat A, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/midgard_s42_B.replay26	midgard	B	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we LOST (Core destroyed, r196), seat B, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/midgard_s43_A.replay26	midgard	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we WON (Core destroyed, r490), seat A, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/midgard_s43_B.replay26	midgard	B	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we WON (Core destroyed, r463), seat B, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/yulerune_s41_A.replay26	yulerune	A	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we LOST (Core destroyed, r255), seat A, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/yulerune_s41_B.replay26	yulerune	B	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we LOST (Core destroyed, r130), seat B, seed 41. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/yulerune_s42_A.replay26	yulerune	A	v522floor	WATCH_WIN	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we WON (Core destroyed, r410), seat A, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/yulerune_s42_B.replay26	yulerune	B	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we LOST (Core destroyed, r371), seat B, seed 42. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/yulerune_s43_A.replay26	yulerune	A	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we LOST (Core destroyed, r407), seat A, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T14:39:41Z	watchreel-s51	scratchpad/s51_watchreel/rep_gun/yulerune_s43_B.replay26	yulerune	B	v522floor	WATCH_LOSS	Magnus watch batch, worst-cell game vs Gungnir v161 (x3r0): we LOST (Core destroyed, r239), seat B, seed 43. Generated on request for replay review, not autopsy-selected.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/antler_s61_A.replay26	antler	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r297), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/antler_s61_B.replay26	antler	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r331), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/archipelago_s61_A.replay26	archipelago	A	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r176), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/archipelago_s61_B.replay26	archipelago	B	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r140), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/auroraveil_s61_A.replay26	auroraveil	A	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Harvesters (tiebreak), r1000), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/auroraveil_s61_B.replay26	auroraveil	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r392), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/drakkarfjord_s61_A.replay26	drakkarfjord	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r100), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/drakkarfjord_s61_B.replay26	drakkarfjord	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r116), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/drumlin_s61_A.replay26	drumlin	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r166), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/drumlin_s61_B.replay26	drumlin	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Titanium collected (tiebreak), r1000), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/fjordgate_s61_A.replay26	fjordgate	A	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r416), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/fjordgate_s61_B.replay26	fjordgate	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r209), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/frostgate_s61_A.replay26	frostgate	A	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r189), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/frostgate_s61_B.replay26	frostgate	B	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r736), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/glacierkeep_s61_A.replay26	glacierkeep	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r201), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/glacierkeep_s61_B.replay26	glacierkeep	B	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Titanium stored (tiebreak), r1000), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/icefloe_s61_A.replay26	icefloe	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r368), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/icefloe_s61_B.replay26	icefloe	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r116), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/midgard_s61_A.replay26	midgard	A	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r577), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/midgard_s61_B.replay26	midgard	B	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r438), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/nordkap_s61_A.replay26	nordkap	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r124), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/nordkap_s61_B.replay26	nordkap	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Titanium collected (tiebreak), r1000), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/ragnarok_s61_A.replay26	ragnarok	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Titanium collected (tiebreak), r1000), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/ragnarok_s61_B.replay26	ragnarok	B	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r203), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/royale_s61_A.replay26	royale	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r316), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/royale_s61_B.replay26	royale	B	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r885), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/valkyrie_s61_A.replay26	valkyrie	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r311), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/valkyrie_s61_B.replay26	valkyrie	B	arm_forceall	WATCH_LOSS	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we LOST vs the incumbent (Core destroyed, r684), seat B. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/yulerune_s61_A.replay26	yulerune	A	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r91), seat A. Standdown overrides live; generated for Magnus replay review.
2026-08-18T16:57:57Z	forceall-watch-s51	scratchpad/s51_forceall/rep_watch/yulerune_s61_B.replay26	yulerune	B	arm_forceall	WATCH_WIN	FORCEALL watch batch (rush forced on ALL maps incl. the 5 stood-down): we WON vs the incumbent (Core destroyed, r215), seat B. Standdown overrides live; generated for Magnus replay review.
