tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
v531fix_nordkap_s3_B	nordkap	3	B	141	0	5	0	3	1.5	4	5	6	4	15	1	1	1	8	2	2	7	3	3	8	6	2	61	50	100	74	130	170	24	230	240	92	320	240	320	240	1	1	3	3	1	4	1	1	1	3	6	1	4	1	1	1	3	6	1	4	1	0	0	0	0	-1	-1	0	7	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	6	6	0	1	6	6	0	1	-1	-1	-1	-1	22	22	6	0	4.674	5	5	385	0.6857	0.0	6	6	6	4	2	0.8	0	11	3	0.273	1	1	6	37	6	4	6	0	19	2	5	4	3	15	7	14	6	1	sentinel	ours	2	9	1	3	8	6	92	0.652	0.837	116	2	9	132	0.936	13	4	20	1	1	0	0	38	38	2	2	1	0	1	2	1	0.5	38	0	34	11	75	21	0	54	36	0	0	93	230	230	0	141	Core destroyed
parent_nordkap_s4_A	nordkap	4	A	133	1	5	0	3	0.0	2	5	10	4	15	2	2	2	9	1	1	11	6	6	7	7	4	2	70	40	90	220	40	24	320	40	14	340	40	340	40	2	2	6	5	1	4	2	2	1	4	7	1	4	2	2	1	4	7	1	4	2	0	0	0	0	-1	-1	0	11	11	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	1	5	5	0	0	5	5	0	1	-1	-1	-1	-1	14	14	5	0	4.12	5	5	455	0.6044	0.0	6	6	6	3	2	0.6	2	11	3	0.273	1	1	13	35	6	6	5	7	4	2	5	5	4	14	7	14	6	1	sentinel	ours	2	9	1	2	8	6	125	0.94	0.955	202	2	9	124	0.932	12	3	88	1	0	0	0	95	95	1	1	0	0	1	1	1	1.0	95	0	10	0	40	28	18	20	-1	500	500	78	0	0	1	133	Core destroyed
flagoff_nordkap_s4_A	nordkap	4	A	282	1	5	0	3	0.0	2	5	10	4	15	2	2	2	9	2	2	11	6	6	9	7	2	58	80	40	58	240	40	36	440	40	36	940	40	1340	40	2	2	6	5	1	4	2	2	2	6	6	1	4	2	2	2	6	6	1	4	2	2	2	6	6	1	4	2	11	11	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	5	5	0	0	6	6	0	0	5	5	0	1	14	14	6	0	4.95	5	5	1001	0.6773	0.0	6	6	6	2	2	0.4	3	11	3	0.273	1	1	4	65	6	4	4	0	19	2	5	4	4	15	7	15	6	1	sentinel	ours	2	9	1	2	8	6	274	0.972	0.979	454	2	9	273	0.968	13	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	8	0	44	166	3	30	36	482	500	101	0	302	1	282	Core destroyed
v530_nordkap_s4_A	nordkap	4	A	537	1	5	0	3	0.0	2	5	9	4	16	1	1	1	9	1	1	3	8	9	6	10	2	27	50	50	19	130	130	61	230	160	71	230	160	230	160	1	1	8	0	1	4	3	1	1	9	1	1	4	3	1	1	9	3	1	4	3	1	0	7	2	1	4	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	2	2	2	0	3	2	2	0	3	32	32	2	1	1.784	5	5	1390	0.8381	0.0	6	6	6	2	2	0.4	3	11	3	0.273	1	1	4	146	6	4	4	0	19	1	5	4	6	23	7	16	6	1	sentinel	ours	2	9	1	2	8	6	529	0.985	0.989	1022	2	9	528	0.983	12	2	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	125	22	100	32	8	22	36	442	498	218	0	500	1	537	Core destroyed
v531fix_nordkap_s4_A	nordkap	4	A	305	1	5	0	3	0.0	2	5	9	4	16	1	1	2	9	1	1	3	7	7	6	9	3	12	50	50	55	130	120	72	230	120	120	480	120	980	120	1	1	7	2	1	4	3	1	1	7	3	1	4	3	1	1	7	3	1	4	3	1	1	7	3	1	4	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	3	3	0	2	3	3	0	2	3	3	0	2	16	16	4	0	2.761	5	6	946	0.7019	0.0	6	6	6	2	2	0.4	1	11	3	0.273	1	1	20	32	6	4	5	15	-61	2	5	4	5	29	7	18	6	1	sentinel	ours	2	9	1	2	8	6	297	0.974	0.98	573	2	9	296	0.97	12	2	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	15	64	95	72	0	30	36	426	500	157	0	500	1	305	Core destroyed
parent_nordkap_s4_B	nordkap	4	B	514	1	9	0	3	1.5	4	5	6	4	15	2	2	8	8	2	2	7	5	5	7	21	5	16	50	100	51	130	180	14	230	230	65	480	460	3190	1020	2	1	3	2	1	4	1	2	1	3	2	1	4	1	2	1	3	4	1	4	1	2	1	3	4	1	4	1	7	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	2	2	0	4	4	4	0	2	4	4	0	2	13	13	5	0	3.683	9	5	881	0.4586	0.0499	6	6	6	8	7	0.889	0	11	3	0.273	1	1	8	95	6	5	8	0	32	2	5	4	12	36	7	12	6	1	sentinel	ours	2	9	1	2	8	6	282	0.549	0.648	384	3	9	505	0.982	11	8	17	2	3	0	0	332	26	5	2	2	0	3	5	1	0.2	155	0	57	61	190	113	38	74	33	404	454	125	0	366	1	514	Core destroyed
flagoff_nordkap_s4_B	nordkap	4	B	521	1	9	0	3	1.5	4	5	6	4	15	2	2	7	8	2	2	7	5	5	7	22	5	16	50	100	51	130	180	14	230	230	65	480	460	3280	1020	2	1	3	2	1	4	1	2	1	3	2	1	4	1	2	1	3	4	1	4	1	2	1	3	4	1	4	1	7	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	2	2	0	4	4	4	0	2	4	4	0	2	13	13	5	0	3.687	9	5	894	0.4664	0.0537	6	6	6	8	7	0.889	0	11	3	0.273	1	1	8	92	6	5	8	0	32	2	5	4	12	37	7	12	6	1	sentinel	ours	2	9	1	2	8	6	289	0.555	0.653	386	3	9	512	0.983	12	8	17	2	3	0	0	332	26	5	2	2	0	3	5	1	0.2	155	0	58	61	194	117	48	74	33	404	454	125	0	366	1	521	Core destroyed
v530_nordkap_s4_B	nordkap	4	B	132	0	5	0	3	1.5	4	5	9	4	15	1	1	1	8	2	2	3	3	3	7	4	3	57	50	100	30	130	250	11	200	450	18	200	610	200	610	1	1	3	3	1	4	1	1	1	3	4	1	4	1	1	0	1	6	1	4	1	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	3	3	0	2	4	4	0	1	-1	-1	-1	-1	13	13	4	0	2.939	5	5	103	0.3592	0.0	6	6	6	3	2	0.6	0	11	3	0.273	1	1	5	63	6	5	5	0	16	2	5	4	2	7	7	7	6	1	sentinel	ours	2	9	1	2	8	6	121	0.917	0.955	136	2	9	123	0.932	6	3	14	2	1	0	0	26	26	3	0	2	0	1	3	1	0.333	26	0	55	6	44	39	0	19	36	0	0	-1	500	500	0	132	Core destroyed
v531fix_nordkap_s4_B	nordkap	4	B	242	1	5	0	3	1.5	4	5	6	4	15	1	1	1	8	2	2	7	3	3	6	6	2	21	50	100	14	130	110	26	230	110	4	300	110	400	110	1	1	3	5	1	4	1	1	1	3	6	1	4	1	1	1	3	8	1	4	1	1	0	1	6	1	4	1	7	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	5	0	0	6	6	0	1	7	7	0	0	6	6	0	0	15	15	7	0	5.504	5	5	767	0.734	0.0	6	6	6	4	2	0.8	0	11	3	0.273	1	1	5	51	6	5	5	0	18	1	5	4	4	15	7	14	6	1	sentinel	ours	2	9	1	2	8	6	234	0.967	0.975	377	2	9	233	0.963	12	4	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	51	0	50	52	0	20	13	406	468	69	0	320	1	242	Core destroyed
parent_icefloe_s5_A	icefloe	5	A	377	0	7	0	3	1.388	4	5	6	6	22	2	2	5	13	1	2	7	8	8	6	5	10	48	0	40	82	0	110	22	0	320	76	0	820	0	2210	2	0	0	4	2	6	0	2	0	0	4	2	6	0	3	0	0	4	2	6	0	3	0	0	4	2	6	0	16	-1	2	0	361	0	0.0	361	1.0	4.0	361	361	1.0	8	3	3	0	4	3	3	0	4	3	3	0	4	3	3	0	4	9	9	4	0	3.103	7	5	1019	0.1148	0.0383	6	10	10	3	3	0.429	0	28	7	0.25	3	3	97	5	6	10	97	0	535	5	5	3	2	58	9	21	12	0	builder_attack	theirs	27	1	2	2	10	10	308	0.817	0.817	453	2	11	260	0.69	4	3	191	1	1	0	0	300	201	2	0	0	0	2	2	1	0.5	300	0	31	227	170	0	0	79	349	0	500	-1	500	500	0	377	Core destroyed
flagoff_icefloe_s5_A	icefloe	5	A	1000	0	10	0	3	1.388	4	5	6	6	22	2	2	7	15	1	2	7	8	8	10	14	13	10	0	10	50	0	70	35	0	70	45	0	220	250	6540	2	0	0	4	2	6	0	2	0	0	4	2	6	0	2	0	0	4	2	6	0	3	0	0	4	2	6	0	16	911	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	4	4	4	0	4	4	4	0	4	4	4	0	4	9	9	4	0	3.94	10	14	3601	0.2663	0.0181	6	10	10	5	5	0.5	0	28	7	0.25	3	3	285	165	6	11	285	0	1600	3	5	4	3	75	9	13	12	0	builder_attack	theirs	27	1	2	2	10	10	741	0.741	0.784	798	2	11	851	0.851	10	5	121	1	3	0	0	658	131	4	1	0	0	4	4	1	0.25	658	0	6	275	238	5	0	166	-1	500	500	-1	500	500	0	1000	Titanium collected (tiebreak)
v530_icefloe_s5_A	icefloe	5	A	560	1	9	0	3	1.388	4	5	172	11	17	0	0	4	12	2	2	7	6	6	13	13	5	30	0	20	76	0	20	12	0	20	94	0	20	740	20	0	0	6	2	1	-1	1	0	0	6	2	1	-1	1	0	0	6	2	1	-1	1	0	0	6	2	1	-1	1	7	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	1	1	0	5	1	1	0	5	1	1	0	5	9	9	1	0	0.984	9	5	1718	0.3562	0.0157	6	10	10	4	4	0.444	0	28	7	0.25	3	3	141	143	6	13	141	0	746	1	5	5	9	62	9	14	13	0	builder_attack	theirs	27	1	2	2	10	10	468	0.836	0.98	609	3	11	549	0.98	12	4	61	0	1	0	0	71	71	1	0	0	0	1	1	1	1.0	71	0	0	226	98	45	18	20	-1	500	500	65	0	242	1	560	Core destroyed
v531fix_icefloe_s5_A	icefloe	5	A	168	1	5	0	3	1.388	4	5	9	7	22	1	1	2	22	2	2	10	6	6	10	7	5	22	40	0	65	110	80	72	210	140	26	380	140	380	140	1	1	6	1	1	7	1	1	1	6	0	1	7	1	2	1	6	0	1	7	1	2	1	6	0	1	7	1	20	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	0	0	0	6	0	0	0	6	0	0	0	6	9	9	1	0	0.137	5	5	660	0.4667	0.0212	6	10	10	2	2	0.4	1	28	7	0.25	3	3	29	125	6	12	29	0	165	2	5	5	4	19	9	18	12	1	builder_attack	theirs	25	3	2	2	10	10	151	0.899	0.94	239	2	11	157	0.935	11	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	2	0	119	33	0	36	-1	500	500	113	0	158	1	168	Core destroyed
parent_icefloe_s5_B	icefloe	5	B	373	0	5	0	3	1.458	4	4	8	6	22	3	3	4	10	2	2	9	8	8	12	5	6	63	0	40	91	0	80	35	0	170	67	0	420	0	850	3	0	0	5	2	6	0	3	0	0	5	2	6	0	4	0	4	5	1	6	1	4	0	0	5	2	6	0	14	88	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	2	4	4	0	2	10	10	4	0	3.834	5	5	607	0.1367	0.0016	6	10	10	2	2	0.4	0	28	7	0.25	3	3	78	153	6	10	78	0	407	2	5	4	2	12	9	8	12	0	builder_attack	theirs	27	1	2	2	10	10	363	0.973	0.973	542	2	11	362	0.971	5	2	183	0	1	0	0	193	193	1	0	0	0	1	1	1	1.0	193	0	118	6	121	0	0	87	137	0	382	-1	500	500	0	373	Core destroyed
flagoff_icefloe_s5_B	icefloe	5	B	441	0	7	0	3	1.458	4	4	8	6	22	3	4	6	10	2	2	9	8	11	9	11	8	57	0	40	46	0	50	62	0	170	109	180	420	420	550	3	0	0	5	2	6	0	4	0	0	5	2	6	0	4	0	4	5	1	6	1	5	1	6	5	1	6	1	14	87	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	2	4	4	0	2	10	10	5	0	4.426	7	5	1016	0.1378	0.0433	6	10	10	4	4	0.571	0	28	7	0.25	3	3	101	153	6	10	101	0	617	1	5	4	7	16	9	7	12	0	builder_attack	theirs	27	1	2	2	10	10	307	0.696	0.726	353	2	11	430	0.975	5	4	55	2	2	0	0	177	65	4	1	0	0	4	4	1	0.25	177	0	45	22	106	42	0	74	269	0	500	265	224	500	0	441	Core destroyed
v530_icefloe_s5_B	icefloe	5	B	274	1	6	0	3	1.458	4	5	104	6	22	0	0	6	10	2	3	5	9	11	14	11	10	5	0	60	62	0	200	89	0	350	102	580	880	1130	1240	0	0	6	1	1	-1	1	0	0	6	1	1	-1	1	0	0	6	1	1	-1	1	5	3	13	1	1	6	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	1	1	0	6	1	1	0	6	1	1	0	5	10	10	2	0	1.438	6	8	890	0.2966	0.0124	6	10	10	3	3	0.5	0	28	7	0.25	3	3	54	108	6	9	54	0	316	2	5	5	5	30	9	6	11	1	builder_attack	ours	1	27	2	2	10	10	166	0.606	0.679	242	2	11	263	0.96	4	3	91	2	0	0	0	108	101	2	2	0	0	2	1	2	1.0	108	0	50	0	95	50	0	39	-1	500	500	211	0	500	1	274	Core destroyed
v531fix_icefloe_s5_B	icefloe	5	B	1000	0	19	0	3	1.458	4	5	9	6	22	1	1	7	10	2	3	5	9	9	14	47	30	14	40	40	72	110	200	93	220	370	115	1110	1060	8720	13930	1	1	7	4	1	6	2	1	1	7	2	1	6	2	2	2	12	2	1	6	2	6	4	21	2	1	6	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	2	2	0	4	2	2	0	4	2	2	0	4	10	10	5	0	2.085	19	19	4004	0.4895	0.0235	6	10	10	12	12	0.632	0	28	7	0.25	3	3	155	259	6	9	151	4	612	2	5	5	13	18	9	7	11	1	builder_attack	ours	1	27	2	2	10	10	134	0.134	0.155	197	2	11	143	0.143	3	12	9	12	0	0	0	733	81	12	8	0	0	12	7	3	0.25	733	0	46	11	107	53	488	29	697	410	500	714	482	500	0	1000	Titanium collected (tiebreak)
parent_icefloe_s6_A	icefloe	6	A	334	0	7	0	3	1.388	4	5	6	6	22	2	2	5	160	0	0	7	8	8	6	5	7	19	0	0	39	0	0	12	0	0	94	0	20	0	620	2	0	0	4	2	6	0	2	0	0	4	2	6	0	2	0	0	4	2	6	0	3	0	0	4	2	6	0	16	-1	2	0	318	0	0.0	318	1.0	4.0	318	318	1.0	8	3	3	0	4	3	3	0	4	3	3	0	4	3	3	0	4	9	9	3	0	2.898	7	6	984	0.2002	0.0264	6	10	10	2	2	0.286	0	28	7	0.25	3	3	96	131	6	12	96	0	501	3	5	4	3	22	9	17	14	1	builder_attack	theirs	25	3	2	2	10	10	220	0.659	0.817	303	2	13	321	0.961	12	2	103	0	2	0	0	283	113	2	0	0	0	2	2	1	0.5	283	0	28	33	192	0	0	87	279	0	500	-1	500	500	0	334	Core destroyed
flagoff_icefloe_s6_A	icefloe	6	A	589	0	10	0	3	1.388	4	5	6	6	22	2	2	6	153	0	0	7	8	8	6	15	20	34	0	0	40	0	0	62	0	0	52	0	130	0	6450	2	0	0	4	2	6	0	2	0	0	4	2	6	0	3	0	0	4	2	6	0	5	0	0	4	2	6	0	16	538	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	3	3	0	4	3	3	0	4	3	3	0	4	9	9	5	0	2.258	10	14	2022	0.225	0.0485	6	10	10	5	5	0.5	0	28	7	0.25	3	3	149	199	6	11	149	0	889	2	5	4	5	13	9	11	12	0	builder_attack	theirs	27	1	2	2	10	10	124	0.211	0.251	170	2	11	578	0.981	7	5	33	4	1	0	0	271	72	5	2	0	0	5	3	3	0.6	271	0	48	6	102	10	0	29	574	0	500	-1	500	500	0	589	Core destroyed
v530_icefloe_s6_A	icefloe	6	A	221	0	5	0	3	1.388	4	5	19	7	22	1	1	2	16	2	3	7	6	6	6	7	7	53	20	30	108	90	140	16	190	280	14	440	1080	490	1230	1	1	6	2	1	7	1	1	1	6	2	1	7	1	2	1	6	2	1	6	1	2	1	6	2	1	6	1	7	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	1	1	0	5	1	1	0	5	1	1	0	5	9	9	4	0	1.421	5	10	593	0.2951	0.1197	6	10	10	2	2	0.4	0	28	7	0.25	3	3	37	52	6	12	37	0	225	2	5	5	5	15	9	14	14	1	builder_attack	theirs	26	2	2	2	10	10	211	0.955	0.955	408	2	14	207	0.937	10	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	29	6	93	70	0	24	186	0	500	77	266	338	0	221	Core destroyed
v531fix_icefloe_s6_A	icefloe	6	A	314	1	5	0	3	1.388	4	5	9	7	22	1	2	2	12	1	2	10	6	7	6	8	5	49	40	40	78	110	70	14	210	70	14	460	70	740	70	1	1	6	2	1	7	1	2	1	6	2	1	6	1	2	1	6	2	1	6	1	2	1	6	2	1	6	1	17	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	1	1	0	5	1	1	0	5	1	1	0	5	9	9	1	0	0.971	5	5	1097	0.3719	0.0365	6	10	10	2	2	0.4	0	28	7	0.25	3	3	49	81	6	13	49	0	292	1	5	5	6	23	9	13	13	0	builder_attack	theirs	27	1	2	2	10	10	238	0.758	0.968	318	2	11	303	0.965	8	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	43	109	106	0	38	-1	500	500	67	0	146	1	314	Core destroyed
parent_icefloe_s6_B	icefloe	6	B	141	0	4	0	3	1.458	4	4	8	6	22	3	3	4	10	2	3	9	8	8	14	4	6	57	0	60	91	0	140	27	0	350	48	0	550	0	550	3	0	0	5	2	6	0	3	0	0	5	2	6	0	4	0	4	5	1	6	1	0	0	0	0	-1	-1	0	14	86	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	2	-1	-1	-1	-1	10	10	4	0	3.56	4	5	261	0.2222	0.0	6	10	10	2	2	0.5	0	28	7	0.25	3	3	31	37	6	10	31	0	173	2	5	4	2	10	9	7	12	0	builder_attack	theirs	27	1	2	2	10	10	131	0.929	0.929	253	2	11	130	0.922	5	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	40	0	81	0	0	29	81	0	0	-1	500	500	0	141	Core destroyed
flagoff_icefloe_s6_B	icefloe	6	B	373	0	5	0	3	1.458	4	4	8	6	22	3	3	4	10	2	2	9	8	8	12	5	6	63	0	40	91	0	80	35	0	170	67	0	420	0	850	3	0	0	5	2	6	0	3	0	0	5	2	6	0	4	0	4	5	1	6	1	4	0	0	5	2	6	0	14	88	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	2	4	4	0	2	10	10	4	0	3.834	5	5	607	0.1367	0.0016	6	10	10	2	2	0.4	0	28	7	0.25	3	3	78	153	6	10	78	0	407	2	5	4	2	12	9	8	12	0	builder_attack	theirs	27	1	2	2	10	10	363	0.973	0.973	542	2	11	362	0.971	5	2	183	0	1	0	0	193	193	1	0	0	0	1	1	1	1.0	193	0	118	6	121	0	0	87	137	0	382	-1	500	500	0	373	Core destroyed
v530_icefloe_s6_B	icefloe	6	B	495	0	17	0	3	1.458	4	5	94	6	22	0	0	4	10	2	3	5	8	8	14	35	22	20	0	60	65	0	200	6	0	300	86	560	1040	2820	7390	0	0	6	1	1	-1	1	0	0	6	1	1	-1	1	1	0	6	1	1	6	1	3	2	13	1	1	6	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	1	1	0	6	1	1	0	6	1	1	0	5	10	10	3	0	1.101	17	14	790	0.2228	0.0354	6	10	10	11	11	0.647	2	28	7	0.25	3	3	36	48	6	7	35	0	240	2	5	5	11	19	9	7	11	1	builder_attack	ours	1	27	2	2	10	10	170	0.343	0.386	224	2	11	254	0.513	3	11	3	11	0	0	0	269	80	11	4	0	0	11	7	2	0.182	269	0	74	0	137	38	16	55	460	0	500	-1	500	500	0	495	Core destroyed
v531fix_icefloe_s6_B	icefloe	6	B	173	0	5	0	3	1.458	4	5	9	6	22	1	3	4	10	2	2	5	8	11	13	7	6	85	40	20	109	110	180	36	280	290	16	640	470	640	470	1	1	6	3	1	6	1	3	1	6	3	1	6	1	4	2	14	3	1	6	1	4	2	14	3	1	6	1	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	2	2	0	4	2	2	0	4	2	2	0	4	10	10	2	0	1.873	5	5	413	0.1453	0.0484	6	10	10	2	2	0.4	0	28	7	0.25	3	3	35	39	6	9	35	0	232	2	5	4	5	13	9	10	11	1	builder_attack	ours	1	27	2	2	10	10	163	0.942	0.942	309	2	11	162	0.936	6	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	28	3	78	33	0	48	91	0	122	86	412	442	0	173	Core destroyed
parent_auroraveil_s5_A	auroraveil	5	A	449	1	5	0	3	1.25	4	4	9	8	23	1	1	3	10	1	1	10	7	7	7	35	5	12	30	0	41	110	0	12	210	0	44	460	0	1080	0	1	1	7	5	1	8	1	1	1	7	5	1	8	1	1	1	7	5	1	8	1	1	1	7	5	1	8	1	20	22	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	4	0	2	5	4	0	2	5	4	0	2	5	4	0	2	5	17	5	0	4.793	5	6	1573	0.6599	0.0375	6	10	13	3	3	0.6	0	19	5	0.263	3	2	58	5	6	6	57	1	145	2	6	6	32	45	11	14	12	1	builder_attack	theirs	14	5	2	2	13	13	304	0.677	0.782	368	2	56	393	0.875	9	3	284	0	1	0	0	294	294	1	2	0	0	1	1	1	1.0	294	1	0	169	52	48	35	28	-1	500	500	349	0	500	1	449	Core destroyed
flagoff_auroraveil_s5_A	auroraveil	5	A	261	0	5	0	3	1.25	4	4	9	8	23	1	1	3	10	2	2	10	7	7	7	7	5	14	20	0	52	110	0	70	210	0	18	460	100	610	250	1	1	7	1	1	8	1	1	1	7	1	1	8	1	2	1	7	1	1	8	1	3	1	7	1	1	8	1	20	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	-1	1	0	0.981	5	6	738	0.4593	0.0488	6	10	12	2	2	0.4	0	19	5	0.263	2	6	47	10	6	6	14	33	-18	2	6	6	4	14	11	10	12	0	gunner	theirs	13	8	2	2	13	12	248	0.95	0.954	311	2	15	246	0.943	7	2	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	28	0	77	49	61	11	193	0	500	117	70	500	0	261	Core destroyed
v530_auroraveil_s5_A	auroraveil	5	A	191	0	5	0	3	1.25	4	5	104	8	23	0	0	1	10	1	1	10	12	14	7	8	9	21	0	0	37	0	30	93	0	260	38	200	1020	200	1020	0	0	12	3	1	-1	2	0	0	8	5	1	-1	2	0	0	8	5	1	-1	2	1	1	8	5	1	8	2	10	10	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	2	0	3	4	3	0	2	4	3	0	2	4	3	0	2	5	27	4	0	3.461	5	6	827	0.48	0.0326	10	10	12	2	2	0.4	1	19	5	0.263	3	2	34	9	6	6	7	27	-19	2	6	5	3	13	11	12	13	1	builder_attack	theirs	14	5	1	2	12	12	105	0.55	0.812	128	2	13	178	0.932	10	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	28	0	121	5	61	10	111	0	212	-1	500	500	0	191	Core destroyed
v531fix_auroraveil_s5_A	auroraveil	5	A	265	0	9	0	3	1.25	4	5	13	10	17	1	1	4	10	2	3	11	8	9	11	5	9	4	0	30	52	0	100	53	0	200	93	160	680	320	1000	1	0	6	1	1	10	1	1	0	7	1	1	10	1	1	0	7	1	1	10	1	2	1	7	1	1	8	1	11	11	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	0	0	6	1	0	0	6	1	0	0	6	1	0	0	6	5	201	3	0	1.453	9	6	1014	0.6164	0.0148	9	10	12	2	2	0.222	2	19	5	0.263	3	2	28	4	6	7	19	9	64	2	6	5	2	8	11	8	13	1	builder_attack	theirs	14	5	2	2	12	12	109	0.411	0.464	127	2	13	252	0.951	6	2	128	0	1	0	0	138	138	1	0	0	0	1	1	1	1.0	138	0	28	6	93	0	0	42	219	0	500	-1	500	500	0	265	Core destroyed
